sick_cd,sick_nm,sickCd,sickEngNm,sickNm
X78,Intentional self-harm by sharp object,X78,Intentional self-harm by sharp object,예리한 물체에 의한 의도적 자해
X79,Intentional self-harm by blunt object,X79,Intentional self-harm by blunt object,둔한 물체에 의한 의도적 자해
X80,Intentional self-harm by jumping from a high place,X80,Intentional self-harm by jumping from a high place,높은 곳에서 뛰어내림에 의한 의도적 자해
X81,Intentional self-harm by jumping or lying before moving object,X81,Intentional self-harm by jumping or lying before moving object,움직이는 물체 앞에 뛰어들거나 누움에 의한 의도적 자해
X82,Intentional self-harm by crashing of motor vehicle,X82,Intentional self-harm by crashing of motor vehicle,자동차의 충돌에 의한 의도적 자해
X83,Intentional self-harm by other specified means,X83,Intentional self-harm by other specified means,기타 명시된 수단에 의한 의도적 자해
X84,Intentional self-harm by unspecified means,X84,Intentional self-harm by unspecified means,상세불명의 수단에 의한 의도적 자해
X85,"Assault by drugs, medicaments and biological substances",X85,"Assault by drugs, medicaments and biological substances","약물, 약제 및 생물학적 물질에 의한 가해"
X86,Assault by corrosive substance,X86,Assault by corrosive substance,부식성 물질에 의한 가해
X87,Assault by pesticides,X87,Assault by pesticides,유해생물방제제(농약)에 의한 가해
X88,Assault by carbon monoxide and other gases and vapours,X88,Assault by carbon monoxide and other gases and vapours,"일산화탄소, 기타 가스 및 휘발성 물질에 의한 가해"
X89,Assault by other specified chemicals and noxious substances,X89,Assault by other specified chemicals and noxious substances,기타 명시된 화학물질 및 독성물질에 의한 가해
X90,Assault by unspecified chemical or noxious substances,X90,Assault by unspecified chemical or noxious substances,상세불명의 화학물질 또는 독성물질에 의한 가해
X91,"Assault by hanging, strangulation and suffocation",X91,"Assault by hanging, strangulation and suffocation","목맴, 교액 및 질식에 의한 가해"
X92,Assault by drowning and submersion,X92,Assault by drowning and submersion,익사 및 익수에 의한 가해
X93,Assault by handgun discharge,X93,Assault by handgun discharge,권총발사에 의한 가해
X94,"Assault by rifle, shotgun and larger firearm discharge",X94,"Assault by rifle, shotgun and larger firearm discharge","라이플, 엽총 및 기타 소화기발사에 의한 가해"
X95,Assault by other and unspecified firearm discharge,X95,Assault by other and unspecified firearm discharge,기타 및 상세불명의 화기발사에 의한 가해
X96,Assault by explosive material,X96,Assault by explosive material,폭발성 물질에 의한 가해
X97,"Assault by smoke, fire and flames",X97,"Assault by smoke, fire and flames","연기, 불 및 불꽃에 의한 가해"
X98,"Assault by steam, hot vapours and hot objects",X98,"Assault by steam, hot vapours and hot objects","증기, 뜨거운 김 및 뜨거운 물체에 의한 가해"
X99,Assault by sharp object,X99,Assault by sharp object,예리한 물체에 의한 가해
Y00,Assault by blunt object,Y00,Assault by blunt object,둔한 물체에 의한 가해
Y01,Assault by pushing from high place,Y01,Assault by pushing from high place,높은 곳에서 떠밀음에 의한 가해
Y02,Assault by pushing or placing victim before moving object,Y02,Assault by pushing or placing victim before moving object,피해자를 움직이는 물체앞에 밀거나 놓이게 하여 가해
Y03,Assault by crashing of motor vehicle,Y03,Assault by crashing of motor vehicle,자동차충돌에 의한 가해
Y04,Assault by bodily force,Y04,Assault by bodily force,완력에 의한 가해
Y05,Sexual assault by bodily force,Y05,Sexual assault by bodily force,완력에 의한 성적 학대
Y06,Neglect and abandonment,Y06,Neglect and abandonment,방치 및 유기
Y07,Other maltreatment,Y07,Other maltreatment,기타 학대
Y08,Assault by other specified means,Y08,Assault by other specified means,기타 명시된 수단에 의한 가해
Y09,Assault by unspecified means,Y09,Assault by unspecified means,상세불명의 수단에 의한 가해
Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent","의도 미확인의 비아편유사진통제, 해열제, 항류마티스제에 의한 중독 및 노출"
Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, undetermined intent, NEC",Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, undetermined intent, NEC","의도 미확인의 달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 중독 및 노출"
Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], undetermined intent, NEC",Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], undetermined intent, NEC",의도 미확인의 달리 분류되지 않은 마약 및 환각제에 의한 중독 및 노출
Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",의도 미확인의 자율신경계통에 작용하는 기타 약물에 의한 중독 및 노출
Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent","의도 미확인의 기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 중독 및 노출"
Y15,"Poisoning by and exposure to alcohol, undetermined intent",Y15,"Poisoning by and exposure to alcohol, undetermined intent",의도 미확인의 알코올에 의한 중독 및 노출
Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",의도 미확인의 유기용제 및 할로젠화 탄화수소 및 그 휘발성 물질에 의한 중독 및 노출
Y17,"Poisoning by and exposure to carbon monoxide and other gases and vapours, undetermined intent",Y17,"Poisoning by and exposure to carbon monoxide and other gases and vapours, undetermined intent",의도 미확인의 일산화탄소 및 기타 가스 및 휘발성 물질에 의한 중독 및 노출
Y18,"Poisoning by and exposure to pesticides, undetermined intent",Y18,"Poisoning by and exposure to pesticides, undetermined intent",의도 미확인의 유해생물방제제(농약)에 의한 중독 및 노출
Y19,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent",Y19,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent",의도 미확인의 기타 및 상세불명의 화학물질 및 유독성 물질에 의한 중독 및 노출
Y20,"Hanging, strangulation and suffocation, undetermined intent",Y20,"Hanging, strangulation and suffocation, undetermined intent","의도 미확인의 목맴, 교액 및 질식"
Y21,"Drowning and submersion, undetermined intent",Y21,"Drowning and submersion, undetermined intent",의도 미확인의 익사 및 익수
Y22,"Handgun discharge, undetermined intent",Y22,"Handgun discharge, undetermined intent",의도 미확인의 권총발사
Y23,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,"Rifle, shotgun and larger firearm discharge, undetermined intent","의도 미확인의 라이플, 엽총 및 기타 큰 화기발사"
Y24,"Other and unspecified firearm discharge, undetermined intent",Y24,"Other and unspecified firearm discharge, undetermined intent",의도 미확인의 기타 및 상세불명의 화기발사
Y25,"Contact with explosive material, undetermined intent",Y25,"Contact with explosive material, undetermined intent",의도 미확인의 폭발성 물질에 접촉
Y26,"Exposure to smoke, fire and flames, undetermined intent",Y26,"Exposure to smoke, fire and flames, undetermined intent","의도 미확인의 연기, 불 및 불꽃에 노출"
Y27,"Contact with steam, hot vapours and hot objects, undetermined intent",Y27,"Contact with steam, hot vapours and hot objects, undetermined intent","의도 미확인의 증기, 뜨거운 김 및 뜨거운 물체에 접촉"
Y28,"Contact with sharp object, undetermined intent",Y28,"Contact with sharp object, undetermined intent",의도 미확인의 예리한 물체에 접촉
Y29,"Contact with blunt object, undetermined intent",Y29,"Contact with blunt object, undetermined intent",의도 미확인의 둔한 물체에 접촉
Y30,"Falling, jumping or pushed from a high place, undetermined intent",Y30,"Falling, jumping or pushed from a high place, undetermined intent","의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림"
Y31,"Falling, lying or running before or into moving object, undetermined intent",Y31,"Falling, lying or running before or into moving object, undetermined intent","의도 미확인의 움직이는 물체 앞에 또는 안으로 뛰어내림, 누움 또는 떨어짐"
Y32,"Crashing of motor vehicle, undetermined intent",Y32,"Crashing of motor vehicle, undetermined intent",의도 미확인의 자동차의 충돌
Y33,"Other specified events, undetermined intent",Y33,"Other specified events, undetermined intent",의도 미확인의 기타 명시된 사건
